Kata,11/13/2021 20:11,0:00:15,"Autoplayed: user action: None;"" ",Oh," Ramona! (Trailer)""""",TRAILER,Chrome PC (Cadmium),0:00:15,0:00:15,"EE (Estonia)"""
Kata,11/13/2021 20:11,0:00:24,Autoplayed: user action: None; ,Ride Along 2_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:24,0:00:24,EE (Estonia),
Kata,11/13/2021 20:10,0:00:25,Autoplayed: user action: None; ,American Crime Story: The Assassination of Gianni Versace_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:25,0:00:25,EE (Estonia),
Kata,11/13/2021 20:08,0:00:54,"Autoplayed: user action: None;"" ",Oh," Ramona! (Trailer)""""",TRAILER,Chrome PC (Cadmium),0:00:54,Not latest view,"EE (Estonia)"""
Kata,11/13/2021 20:08,0:00:07,Autoplayed: user action: None; ,Genre Specific Moment Clip: Red Notice,HOOK,Chrome PC (Cadmium),0:00:07,0:00:07,EE (Estonia),
Kata,11/13/2021 20:07,0:00:14,Autoplayed: user action: None; ,Holiday Rush (Trailer),TRAILER,Chrome PC (Cadmium),0:00:14,0:00:14,EE (Estonia),
Kata,11/13/2021 18:28,1:32:40,,The Princess Switch: Switched Again,,Chrome PC (Cadmium),1:37:21,1:37:21,EE (Estonia);,
Kata,11/13/2021 18:28,0:00:11,Autoplayed: user action: None; ,THEPRINCESSSWITCHSA_CLIP_SUPPORTINGCHARACTER,HOOK,Chrome PC (Cadmium),0:00:11,0:00:11,EE (Estonia),
Kata,11/13/2021 18:28,0:00:06,Autoplayed: user action: None; ,Let It Snow (Trailer),TRAILER,Chrome PC (Cadmium),0:00:06,0:00:06,EE (Estonia),
Kata,11/13/2021 18:27,0:00:38,Autoplayed: user action: None; ,The Knight Before Christmas (Trailer),TRAILER,Chrome PC (Cadmium),0:00:38,0:00:38,EE (Estonia),
Kata,11/13/2021 18:27,0:00:22,Autoplayed: user action: None; ,Last Christmas_hook_02_16x9,HOOK,Chrome PC (Cadmium),0:00:22,0:00:22,EE (Estonia),
Kata,11/13/2021 18:26,0:00:25,Autoplayed: user action: None; ,The Holiday Calendar (Trailer),TRAILER,Chrome PC (Cadmium),0:00:26,0:00:26,EE (Estonia),
Kata,11/13/2021 17:46,0:05:36,,How I Met Your Mother: Season 4: Do I Know You? (Episode 1),,Chrome PC (Cadmium),0:05:39,Not latest view,EE (Estonia);,
Kata,11/13/2021 17:31,0:15:00,,How I Met Your Mother: Season 3: Miracles (Episode 20),,Chrome PC (Cadmium),0:21:39,0:21:39,EE (Estonia);,
Kata,11/13/2021 17:10,0:03:03,,Peaky Blinders: Season 3: Episode 1,,Chrome PC (Cadmium),0:41:11,Not latest view,EE (Estonia);,
Kata,11/13/2021 16:16,0:55:20,,Set It Up,,Chrome PC (Cadmium),1:40:25,1:40:25,EE (Estonia);,
Kata,11/13/2021 14:34,1:36:04,,The Princess Switch,,Netflix Windows App - Cadmium Windows Mobile,1:36:32,1:36:32,EE (Estonia);,
Kata,11/13/2021 14:33,0:00:08,Autoplayed: user action: None; ,Season 1 High Context Clip: Love never Lies,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:08,0:00:08,EE (Estonia),
Kata,11/13/2021 14:26,0:06:38,Autoplayed: user action: None; ,How I Met Your Mother: Season 3: Miracles (Episode 20),,Chrome PC (Cadmium),0:06:39,Not latest view,EE (Estonia),
Kata,11/13/2021 14:06,0:20:35,,How I Met Your Mother: Season 3: Everything Must Go (Episode 19),,Chrome PC (Cadmium),0:20:38,0:20:38,EE (Estonia);,
Kata,11/13/2021 13:46,0:19:08,,How I Met Your Mother: Season 3: Rebound Bro (Episode 18),,Chrome PC (Cadmium),0:21:10,0:21:10,EE (Estonia);,
Kata,11/13/2021 12:15,0:00:01,,The Princess Switch,,Netflix Windows App - Cadmium Windows Mobile,0:00:01,Not latest view,EE (Estonia);,
Kata,11/13/2021 11:22,0:02:02,,How I Met Your Mother: Season 3: Rebound Bro (Episode 18),,Netflix Windows App - Cadmium Windows Mobile,0:02:02,Not latest view,EE (Estonia);,
Kata,11/13/2021 11:19,0:03:21,,How I Met Your Mother: Season 3: The Goat (Episode 17),,Netflix Windows App - Cadmium Windows Mobile,0:21:34,0:21:34,EE (Estonia);,
Kata,11/13/2021 10:28,0:46:34,,Friendzone,,Netflix Windows App - Cadmium Windows Mobile,1:25:46,1:25:46,EE (Estonia);,
Kata,11/13/2021 10:28,0:00:04,Autoplayed: user action: None; ,Season 1 High Context Clip: Love never Lies,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:04,Not latest view,EE (Estonia),
Kata,11/12/2021 17:13,0:38:08,,Peaky Blinders: Season 3: Episode 1,,Apple iPhone X (GSM),0:38:08,Not latest view,EE (Estonia);,
Kata,11/12/2021 16:15,0:58:21,,Peaky Blinders: Season 2: Episode 6,,Apple iPhone X (GSM),0:58:21,0:58:21,EE (Estonia);,
Kata,11/12/2021 14:57,0:18:15,,How I Met Your Mother: Season 3: The Goat (Episode 17),,Netflix Windows App - Cadmium Windows Mobile,0:18:15,Not latest view,EE (Estonia);,
Kata,11/12/2021 14:31,0:21:34,,How I Met Your Mother: Season 3: Sandcastles in the Sand (Episode 16),,Netflix Windows App - Cadmium Windows Mobile,0:21:34,0:21:34,EE (Estonia);,
Kata,11/12/2021 14:10,0:21:31,,How I Met Your Mother: Season 3: The Chain of Screaming (Episode 15),,Netflix Windows App - Cadmium Windows Mobile,0:21:31,0:21:31,EE (Estonia);,
Kata,11/12/2021 13:49,0:20:27,,How I Met Your Mother: Season 3: The Bracket (Episode 14),,Netflix Windows App - Cadmium Windows Mobile,0:20:27,0:20:27,EE (Estonia);,
Kata,11/12/2021 13:41,0:07:57,,How I Met Your Mother: Season 3: Ten Sessions (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,0:21:37,0:21:37,EE (Estonia);,
Kata,11/11/2021 20:41,0:00:01,,Peaky Blinders: Season 2: Episode 6,,Apple iPhone X (GSM),0:00:01,Not latest view,EE (Estonia);,
Kata,11/11/2021 19:43,0:57:34,,Peaky Blinders: Season 2: Episode 5,,Apple iPhone X (GSM),0:57:34,0:57:34,EE (Estonia);,
Kata,11/11/2021 18:06,0:45:00,,Set It Up,,Chrome PC (Cadmium),0:44:49,Not latest view,EE (Estonia);,
Kata,11/11/2021 18:06,0:45:16,,Set It Up,,Chrome PC (Cadmium),0:45:05,Not latest view,EE (Estonia);,
Kata,11/11/2021 18:05,0:00:52,Autoplayed: user action: None; ,Set It Up (Trailer),TRAILER,Chrome PC (Cadmium),0:00:52,0:00:52,EE (Estonia),
Kata,11/11/2021 18:05,0:00:09,Autoplayed: user action: None; ,The Holiday_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:09,0:00:09,EE (Estonia),
Kata,11/11/2021 18:04,0:00:28,"Autoplayed: user action: None;"" ",Trailer: Love," Guaranteed""""",TRAILER,Chrome PC (Cadmium),0:00:28,0:00:28,"EE (Estonia)"""
Kata,11/11/2021 16:23,1:33:42,,Falling Inn Love,,Chrome PC (Cadmium),1:33:42,1:33:42,EE (Estonia);,
Kata,11/11/2021 16:22,0:00:36,Autoplayed: user action: None; ,The Tourist_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:36,0:00:36,EE (Estonia),
Kata,11/11/2021 16:21,0:00:06,Autoplayed: user action: None; ,The Notebook_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:06,0:00:06,EE (Estonia),
Kata,11/11/2021 16:20,0:00:19,Autoplayed: user action: None; ,How to Lose a Guy in 10 Days_Manualhook_6_16x9,HOOK,Chrome PC (Cadmium),0:00:19,0:00:19,EE (Estonia),
Kata,11/11/2021 16:19,0:00:26,Autoplayed: user action: None; ,Falling Inn Love (Trailer),TRAILER,Chrome PC (Cadmium),0:00:26,0:00:26,EE (Estonia),
Kata,11/11/2021 16:19,0:00:16,Autoplayed: user action: None; ,The Half Of It (Trailer),TRAILER,Chrome PC (Cadmium),0:00:16,0:00:16,EE (Estonia),
Kata,11/11/2021 16:18,0:00:21,Autoplayed: user action: None; ,THELASTSUMMER_CLIP_INCITINGINCIDENT,HOOK,Chrome PC (Cadmium),0:00:21,0:00:21,EE (Estonia),
Kata,11/11/2021 16:17,0:00:27,Autoplayed: user action: None; ,Trailer: Squared Love,TRAILER,Chrome PC (Cadmium),0:00:27,0:00:27,EE (Estonia),
Kata,11/11/2021 16:16,0:00:05,Autoplayed: user action: None; ,Trailer: He's All That,TRAILER,Chrome PC (Cadmium),0:00:05,0:00:05,EE (Estonia),
Kata,11/11/2021 16:16,0:00:23,Autoplayed: user action: None; ,Pride & Prejudice_hook_04_16x9,HOOK,Chrome PC (Cadmium),0:00:23,0:00:23,EE (Estonia),
Kata,11/11/2021 16:15,0:00:30,Autoplayed: user action: None; ,H2O: Just Add Water: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:30,0:00:30,EE (Estonia),
Kata,11/11/2021 16:12,0:00:34,Autoplayed: user action: None; ,Dynasty (Trailer),TRAILER,Chrome PC (Cadmium),0:00:35,0:00:35,EE (Estonia),
Kata,11/11/2021 16:11,0:00:05,Autoplayed: user action: None; ,Season 2 Teaser: Home for Christmas,TEASER_TRAILER,Chrome PC (Cadmium),0:00:05,0:00:05,EE (Estonia),
Kata,11/11/2021 16:10,0:00:16,Autoplayed: user action: None; ,The Intern_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:16,0:00:16,EE (Estonia),
Kata,11/11/2021 16:09,0:00:08,Autoplayed: user action: None; ,Christmas Inheritance (Trailer),TRAILER,Chrome PC (Cadmium),0:00:08,0:00:08,EE (Estonia),
Kata,11/11/2021 14:40,0:39:14,,Friendzone,,Netflix Windows App - Cadmium Windows Mobile,0:39:14,Not latest view,EE (Estonia);,
Kata,11/11/2021 14:36,0:01:05,Autoplayed: user action: None; ,How I Met Your Mother: Season 3: Ten Sessions (Episode 13),,Chrome PC (Cadmium),0:01:08,Not latest view,EE (Estonia),
Kata,11/11/2021 14:15,0:20:55,,How I Met Your Mother: Season 3: No Tomorrow (Episode 12),,Chrome PC (Cadmium),0:20:58,0:20:58,EE (Estonia);,
Kata,11/11/2021 13:54,0:20:57,,How I Met Your Mother: Season 3: The Platinum Rule (Episode 11),,Chrome PC (Cadmium),0:20:58,0:20:58,EE (Estonia);,
Kata,11/11/2021 13:52,0:01:18,,How I Met Your Mother: Season 3: The Yips (Episode 10),,Chrome PC (Cadmium),0:21:24,0:21:24,EE (Estonia);,
Kata,11/11/2021 13:52,0:00:45,Autoplayed: user action: None; ,The Princess Switch (Trailer),TRAILER,Chrome PC (Cadmium),0:00:45,0:00:45,EE (Estonia),
Kata,11/11/2021 12:11,0:00:01,,How I Met Your Mother: Season 3: The Yips (Episode 10),,Netflix Windows App - Cadmium Windows Mobile,0:20:06,Not latest view,EE (Estonia);,
Kata,11/11/2021 10:33,1:20:23,,A Christmas Prince: The Royal Baby,,Netflix Windows App - Cadmium Windows Mobile,1:20:23,1:20:23,EE (Estonia);,
Kata,11/11/2021 10:22,0:11:20,,A Christmas Prince: The Royal Wedding,,Netflix Windows App - Cadmium Windows Mobile,1:32:33,1:32:33,EE (Estonia);,
Kata,11/11/2021 10:22,0:00:04,Autoplayed: user action: None; ,A Christmas Prince: The Royal Baby (Trailer),TRAILER,Netflix Windows App - Cadmium Windows Mobile,0:00:04,0:00:04,EE (Estonia),
Kata,11/11/2021 7:21,0:22:09,,A Christmas Prince: The Royal Wedding,,Netflix Windows App - Cadmium Windows Mobile,1:17:16,Not latest view,EE (Estonia);,
Kata,11/11/2021 7:21,0:00:07,Autoplayed: user action: None; ,A Christmas Prince: The Royal Baby (Trailer),TRAILER,Netflix Windows App - Cadmium Windows Mobile,0:00:07,Not latest view,EE (Estonia),
Kata,11/10/2021 21:29,0:54:39,,A Christmas Prince: The Royal Wedding,,Chrome PC (Cadmium),0:55:08,Not latest view,EE (Estonia);,
Kata,11/10/2021 21:11,0:17:37,,A Christmas Prince,,Chrome PC (Cadmium),1:29:13,1:29:13,EE (Estonia);,
Kata,11/10/2021 21:10,0:00:30,Autoplayed: user action: None; ,Home for Christmas (Trailer),TRAILER,Chrome PC (Cadmium),0:00:30,0:00:30,EE (Estonia),
Kata,11/10/2021 20:30,0:00:03,,Peaky Blinders: Season 2: Episode 5,,Apple iPhone X (GSM),0:00:05,Not latest view,EE (Estonia);,
Kata,11/10/2021 19:42,0:47:35,,Peaky Blinders: Season 2: Episode 4,,Apple iPhone X (GSM),0:57:19,0:57:19,EE (Estonia);,
Kata,11/10/2021 15:03,0:16:17,,A Christmas Prince,,Netflix Windows App - Cadmium Windows Mobile,1:11:36,Not latest view,EE (Estonia);,
Kata,11/10/2021 12:04,0:03:55,,Peaky Blinders: Season 2: Episode 4,,Apple iPhone X (GSM),0:09:44,Not latest view,EE (Estonia);,
Kata,11/10/2021 8:36,0:55:03,,A Christmas Prince,,Netflix Windows App - Cadmium Windows Mobile,0:55:20,Not latest view,EE (Estonia);,
Kata,11/10/2021 8:34,0:01:51,Autoplayed: user action: None; ,A Christmas Prince (Trailer),TRAILER,Netflix Windows App - Cadmium Windows Mobile,0:00:00,0:00:00,EE (Estonia),
Kata,11/10/2021 7:08,0:05:48,,Peaky Blinders: Season 2: Episode 4,,Apple iPhone X (GSM),0:05:49,Not latest view,EE (Estonia);,
Kata,11/9/2021 20:50,1:43:43,,Pitch Perfect,,Chrome PC (Cadmium),1:44:52,1:44:52,EE (Estonia);,
Kata,11/9/2021 20:49,0:00:36,Autoplayed: user action: None; ,Couples Retreat_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:36,0:00:36,EE (Estonia),
Kata,11/9/2021 20:49,0:00:12,"Autoplayed: user action: None;"" ",Trailer: Love," Guaranteed""""",TRAILER,Chrome PC (Cadmium),0:00:12,Not latest view,"EE (Estonia)"""
Kata,11/9/2021 20:48,0:00:01,,Couples Retreat,,Chrome PC (Cadmium),0:00:01,0:00:01,EE (Estonia);,
Kata,11/9/2021 20:47,0:00:32,Autoplayed: user action: None; ,Trailer: Operation Christmas Drop,TRAILER,Chrome PC (Cadmium),0:00:32,0:00:32,EE (Estonia),
Kata,11/9/2021 19:38,0:58:06,,Peaky Blinders: Season 2: Episode 3,,Apple iPhone X (GSM),0:58:07,0:58:07,EE (Estonia);,
Kata,11/9/2021 17:26,0:16:51,,How I Met Your Mother: Season 3: No Tomorrow (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,0:16:51,Not latest view,EE (Estonia);,
Kata,11/9/2021 17:05,0:21:10,,How I Met Your Mother: Season 3: The Platinum Rule (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,0:21:10,Not latest view,EE (Estonia);,
Kata,11/9/2021 17:03,0:01:51,,How I Met Your Mother: Season 3: The Yips (Episode 10),,Netflix Windows App - Cadmium Windows Mobile,0:21:25,Not latest view,EE (Estonia);,
Kata,11/9/2021 16:05,0:57:51,,A California Christmas,,Netflix Windows App - Cadmium Windows Mobile,1:43:26,1:43:26,EE (Estonia);,
Kata,11/9/2021 16:05,0:00:07,Autoplayed: user action: None; ,The Town_hook_primary_16x9,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:07,0:00:07,EE (Estonia),
Kata,11/9/2021 14:34,0:32:14,,A California Christmas,,Netflix Windows App - Cadmium Windows Mobile,0:45:35,Not latest view,EE (Estonia);,
Kata,11/9/2021 13:38,0:13:16,,A California Christmas,,Netflix Windows App - Cadmium Windows Mobile,0:13:16,Not latest view,EE (Estonia);,
Kata,11/9/2021 13:37,0:00:06,Autoplayed: user action: None; ,The Town_hook_primary_16x9,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:06,Not latest view,EE (Estonia),
Kata,11/9/2021 13:13,0:07:07,,How I Met Your Mother: Season 3: The Yips (Episode 10),,Chrome PC (Cadmium),0:20:07,Not latest view,EE (Estonia);,
Kata,11/8/2021 22:17,0:36:16,,Love Hard,,Chrome PC (Cadmium),1:40:25,1:40:25,EE (Estonia);,
Kata,11/8/2021 22:17,0:00:13,Autoplayed: user action: None; ,Trailer: Love Hard,TRAILER,Chrome PC (Cadmium),0:00:13,0:00:13,EE (Estonia),
Kata,11/8/2021 22:17,0:00:13,,How I Met Your Mother: Season 3: The Yips (Episode 10),,Chrome PC (Cadmium),0:13:00,Not latest view,EE (Estonia);,
Kata,11/8/2021 20:36,0:00:03,,Peaky Blinders: Season 2: Episode 3,,Apple iPhone X (GSM),0:00:04,Not latest view,EE (Estonia);,
Kata,11/8/2021 19:38,0:57:37,,Peaky Blinders: Season 2: Episode 2,,Apple iPhone X (GSM),0:57:37,0:57:37,EE (Estonia);,
Kata,11/8/2021 17:09,0:00:49,,Love Hard,,Netflix Windows App - Cadmium Windows Mobile,1:02:41,Not latest view,EE (Estonia);,
Kata,11/8/2021 17:08,0:01:20,Autoplayed: user action: None; ,Let It Snow (Trailer),TRAILER,Netflix Windows App - Cadmium Windows Mobile,0:01:20,Not latest view,EE (Estonia),
Kata,11/8/2021 9:09,1:01:59,,Love Hard,,Chrome PC (Cadmium),1:01:59,Not latest view,EE (Estonia);,
Kata,11/8/2021 9:09,0:00:16,Autoplayed: user action: None; ,Sierra Burgess Is A Loser (Trailer),TRAILER,Chrome PC (Cadmium),0:00:16,0:00:16,EE (Estonia),
Kata,11/8/2021 8:09,0:00:07,Autoplayed: user action: None; ,Teaser: Behind Her Eyes,HOOK,Chrome PC (Cadmium),0:00:07,0:00:07,EE (Estonia),
Kata,11/8/2021 7:30,0:12:45,,How I Met Your Mother: Season 3: The Yips (Episode 10),,Chrome PC (Cadmium),0:12:47,Not latest view,EE (Estonia);,
Kata,11/8/2021 7:09,0:21:16,,How I Met Your Mother: Season 3: Slapsgiving (Episode 9),,Chrome PC (Cadmium),0:21:17,0:21:17,EE (Estonia);,
Kata,11/8/2021 6:30,0:20:41,,How I Met Your Mother: Season 3: Spoiler Alert (Episode 8),,Chrome PC (Cadmium),0:20:44,0:20:44,EE (Estonia);,
Kata,11/8/2021 6:26,0:04:01,,How I Met Your Mother: Season 3: Dowisetrepla (Episode 7),,Chrome PC (Cadmium),0:20:43,0:20:43,EE (Estonia);,
Kata,11/7/2021 21:16,0:16:40,,How I Met Your Mother: Season 3: Dowisetrepla (Episode 7),,Chrome PC (Cadmium),0:16:41,Not latest view,EE (Estonia);,
Kata,11/7/2021 20:54,0:21:21,,How I Met Your Mother: Season 3: I'm Not That Guy (Episode 6),,Chrome PC (Cadmium),0:21:22,0:21:22,EE (Estonia);,
Kata,11/7/2021 20:43,0:11:09,,How I Met Your Mother: Season 3: How I Met Everyone Else (Episode 5),,Chrome PC (Cadmium),0:21:25,0:21:25,EE (Estonia);,
Kata,11/7/2021 20:13,0:00:01,,Peaky Blinders: Season 2: Episode 2,,Apple iPhone X (GSM),0:00:01,Not latest view,EE (Estonia);,
Kata,11/7/2021 19:14,0:58:26,,Peaky Blinders: Season 2: Episode 1,,Apple iPhone X (GSM),0:58:26,0:58:26,EE (Estonia);,
Kata,11/7/2021 16:15,0:10:14,,How I Met Your Mother: Season 3: How I Met Everyone Else (Episode 5),,Chrome PC (Cadmium),0:10:16,Not latest view,EE (Estonia);,
Kata,11/7/2021 15:54,0:21:13,,How I Met Your Mother: Season 3: Little Boys (Episode 4),,Chrome PC (Cadmium),0:21:14,0:21:14,EE (Estonia);,
Kata,11/7/2021 15:53,0:00:07,,How I Met Your Mother: Season 3: Third Wheel (Episode 3),,Chrome PC (Cadmium),0:21:27,0:21:27,EE (Estonia);,
Kata,11/7/2021 0:47,0:03:38,,How I Met Your Mother: Season 3: Third Wheel (Episode 3),,Chrome PC (Cadmium),0:18:55,Not latest view,EE (Estonia);,
Kata,11/7/2021 0:43,0:04:29,,To All the Boys: P.S. I Still Love You,,Chrome PC (Cadmium),0:04:57,0:04:57,EE (Estonia);,
Kata,11/7/2021 0:42,0:00:29,Autoplayed: user action: None; ,Season 3 Supporting Character Clip: Narcos: Mexico,HOOK,Chrome PC (Cadmium),0:00:29,0:00:29,EE (Estonia),
Kata,11/6/2021 21:06,0:00:09,,Peaky Blinders: Season 2: Episode 1,,Apple iPhone X (GSM),0:00:10,Not latest view,EE (Estonia);,
Kata,11/6/2021 20:13,0:52:29,,Peaky Blinders: Season 1: Episode 6,,Apple iPhone X (GSM),0:53:29,0:53:29,EE (Estonia);,
Kata,11/5/2021 22:44,0:11:44,,How I Met Your Mother: Season 3: Third Wheel (Episode 3),,Chrome PC (Cadmium),0:15:17,Not latest view,EE (Estonia);,
Kata,11/5/2021 22:44,0:00:07,Autoplayed: user action: None; ,How I Met Your Mother: Season 1_hook_01_16x9,HOOK,Chrome PC (Cadmium),0:00:07,0:00:07,EE (Estonia),
Kata,11/5/2021 20:14,0:55:46,,Peaky Blinders: Season 1: Episode 5,,Apple iPhone X (GSM),0:55:46,0:55:46,EE (Estonia);,
Kata,11/4/2021 19:38,0:56:59,,Peaky Blinders: Season 1: Episode 4,,Apple iPhone X (GSM),0:56:59,0:56:59,EE (Estonia);,
Kata,11/4/2021 16:51,0:03:33,Autoplayed: user action: None; ,How I Met Your Mother: Season 3: Third Wheel (Episode 3),,Chrome PC (Cadmium),0:03:33,Not latest view,EE (Estonia),
Kata,11/4/2021 16:33,0:17:53,,How I Met Your Mother: Season 3: We're Not From Here (Episode 2),,Chrome PC (Cadmium),0:20:48,0:20:48,EE (Estonia);,
Kata,11/4/2021 7:36,0:02:55,Autoplayed: user action: None; ,How I Met Your Mother: Season 3: We're Not From Here (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,0:02:55,Not latest view,EE (Estonia),
Kata,11/4/2021 7:15,0:20:44,,How I Met Your Mother: Season 3: Wait for It (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,0:20:44,0:20:44,EE (Estonia);,
Kata,11/4/2021 7:13,0:02:05,,How I Met Your Mother: Season 2: Something Blue (Episode 22),,Netflix Windows App - Cadmium Windows Mobile,0:21:50,0:21:50,EE (Estonia);,
Kata,11/3/2021 20:29,0:00:01,,Peaky Blinders: Season 1: Episode 4,,Apple iPhone X (GSM),0:00:01,Not latest view,EE (Estonia);,
Kata,11/3/2021 19:34,0:54:28,,Peaky Blinders: Season 1: Episode 3,,Apple iPhone X (GSM),0:54:38,0:54:38,EE (Estonia);,
